"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Silva.ref"
"Zotu.0131","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter_cerevisiae","AJ419843.GZ4Cerev_99.65_Acetobacter_cerevisiae_1411_100"
"Zotu.0132","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_yabuuchiae","AB071955.I81Yabuu_99.1_Sphingomonas_yabuuchiae_1410_100"
"Zotu.0133","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas_suwonensis","ALIP01000133.GK7Spe73_97.84_Pseudoxanthomonas_suwonensis_1467_98.569"
"Zotu.0134","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_kashiwanohense","AB425276.GWMKash6_96.88_Bifidobacterium_kashiwanohense_1448_100"
"Zotu.0135","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Ochrobactrum","Ochrobactrum_intermedium","AB840665.OhbInt53_99.86_Ochrobactrum_intermedium_1407_99.929"
"Zotu.0136","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_maltophilia","AB291622.Unc04fp8_99.8_Stenotrophomonas_maltophilia_1468_99.251"
"Zotu.0137","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_coagulans","AB271752.BcsCoa47_99.59_Bacillus_coagulans_1475_100"
"Zotu.0138","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","Anaerostipes_hadrus","BABG01000037.G7WHuG19_92.86_Anaerostipes_hadrus_1454_99.862"
"Zotu.0139","Bacteria","Cyanobacteria","Chloroplast","Chloroplast_or","Chloroplast_fa","Chloroplast_ge","Chloroplast_ge_unclass","GCVS01044766.JZZPseu2_98.09_Loriellopsis_cavernicola_1420_84.577"
"Zotu.0140","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella","[Clostridium]_lactatifermentans","EF402609.Unc31664_89.77_[Clostridium]_lactatifermentans_1456_97.39"
"Zotu.0141","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","Dialister_succinatiphilus","AB370249.GGKSucc2_95.99_Dialister_succinatiphilus_1490_100"
"Zotu.0142","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter_xylosoxidans","AB196248.G0BSp119_99.53_Achromobacter_xylosoxidans_1452_99.725"
"Zotu.0143","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","Akkermansia_muciniphila","CDZD01050489.Gt8Me144_97.45_Akkermansia_muciniphila_1433_99.163"
"Zotu.0144","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XVIII","Symbiobacterium","Symbiobacterium_ostreiconchae","AB361629.GH4Ostre_96.84_Symbiobacterium_ostreiconchae_1486_100"
"Zotu.0145","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Empedobacter","Wautersiella_falsenii","AM084341.GVMFals2_96.23_Wautersiella_falsenii_1440_99.861"
"Zotu.0146","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","Roseomonas_unclass","AB743853.Rs4Spe20_95.04_Roseomonas_pecuniae_1389_96.904"
"Zotu.0147","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_johnsoniae","AB078043.H6DJoh11_100_Flavobacterium_johnsoniae_1435_99.652"
"Zotu.0148","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermobispora","Thermobispora_bispora","CP001874.GZJBisp8_99.8_Thermobispora_bispora_1458_100"
"Zotu.0149","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_pavanii","AJ131114.GFUMal76_100_Stenotrophomonas_pavanii_1466_99.659"
"Zotu.0150","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus","Aeribacillus_pallidus","AB089222.BcsSp241_100_Aeribacillus_pallidus_1477_99.594"
"Zotu.0151","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","[Eubacterium]_hallii","AAQL01011552.GJ6Meag2_98.28_[Eubacterium]_hallii_1450_98.552"
"Zotu.0152","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_mortiferum","GQ898336.Unc67198_97.55_Fusobacterium_mortiferum_1429_99.79"
"Zotu.0153","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_pakistanense","AB610802.HJSPakis_96.57_Sphingobacterium_pakistanense_1450_100"
"Zotu.0154","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_intermedius","AB045866.GQTGri24_100_Streptomyces_intermedius_1448_99.309"
"Zotu.0155","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_viscosus","AB538436.GFKVisc2_98.47_Actinomyces_viscosus_1462_100"
"Zotu.0156","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium_rhodinum","D32229.HXVRhod7_100_Methylobacterium_rhodinum_1406_100"
"Zotu.0157","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","Ruminococcaceae_UCG-014_unclass","EF398626.Unc49711_89.96_[Clostridium]_alkalicellulosi_1460_86.027"
"Zotu.0158","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia","Erwinia_tasmaniensis","AM419023.GH9Spe71_97.74_Erwinia_tasmaniensis_1464_97.814"
"Zotu.0159","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_polytrichastri","AF538774.IQBCultu_100_Chryseobacterium_polytrichastri_1438_98.957"
"Zotu.0160","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_ge","Ruminococcaceae_ge_unclass","CDYK01021199.Gt8Me151_93.25_Eubacterium_coprostanoligenes_1443_90.229"
"Zotu.0161","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group","Rikenellaceae_RC9_gut_group_unclass","KR514411.Unc04x5w_91.29_Bacteroides_gallinarum_1462_84.405"
"Zotu.0162","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter","Hymenobacter_unclass","KT273903.I38Sp109_96.41_Hymenobacter_rigui_1439_96.456"
"Zotu.0163","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_unclass","ACEB01000045.GV2Matru_96.93_Corynebacterium_matruchotii_1348_97.107"
"Zotu.0164","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_psychrophila","AB041885.F1NPsyc9_99.67_Pseudomonas_psychrophila_1456_100"
"Zotu.0165","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter_saccharivorans","AB698912.I4BSacc2_98.25_Fusicatenibacter_saccharivorans_1414_99.788"
"Zotu.0166","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclass","Lachnospiraceae_unclass","AB700360.GQPBa131_90.2_[Clostridium]_scindens_1466_88.813"
"Zotu.0167","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_2","Clostridium_cadaveris","HK693758.Unid2196_93.89_Clostridium_cadaveris_1433_100"
"Zotu.0168","Bacteria","Actinobacteria","Actinobacteria","Actinopolysporales","Actinopolysporaceae","Actinopolysporaceae_ge","Actinopolysporaceae_ge_unclass","JNVU01000017.GZ2Recti_88.39_Kutzneria_albida_1476_88.821"
"Zotu.0169","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Sphingopyxis_panaciterrae","AB245353.SxiPana3_99.03_Sphingopyxis_panaciterrae_1410_100"
"Zotu.0170","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter","Gluconobacter_frateurii","AB178400.IKCJapon_99.22_Gluconobacter_frateurii_Gluconobacter_japonicus_1405_99.929"
"Zotu.0171","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora_rectivirgula","AM697552.Unc47619_93.93_Saccharopolyspora_rectivirgula_1459_98.835"
"Zotu.0172","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Thermobifida","Thermobifida_fusca","AB301909.TfdFus11_97.19_Thermobifida_fusca_1418_98.59"
"Zotu.0173","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_diphtheriae","AJVH01000031.GV2Dip56_97.73_Corynebacterium_diphtheriae_1441_99.861"
"Zotu.0174","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","Prevotella_copri","AM697523.Unc50685_97.57_Prevotella_copri_1453_98.211"
"Zotu.0175","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_hominis","AM261868.HZ9Homin_96.83_Chryseobacterium_hominis_1438_99.93"
"Zotu.0176","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","Veillonella_atypica","AMEX01000022.VeeAtypi_98.51_Veillonella_atypica_1478_99.865"
"Zotu.0177","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus_thermodenitrificans","ABVH01000002.GK5Spe49_99.15_Geobacillus_thermodenitrificans_1478_99.797"
"Zotu.0178","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_thermolactis","AM910223.BcsTher7_99.67_Bacillus_thermolactis_1448_99.309"
"Zotu.0179","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_cinerea","ACDY02000019.N03Ciner_99.21_Neisseria_cinerea_1462_100"
"Zotu.0180","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_liaoningense","AB070570.I6LJa155_100_Bradyrhizobium_liaoningense_1404_99.786"
"Zotu.0181","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","Corynebacterium_marinum","CP007790.GV2Mari5_95.73_Corynebacterium_marinum_1432_99.86"
"Zotu.0182","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_alimentarium","DI191061.Unid2874_93.78_Sphingobacterium_alimentarium_1452_99.862"
"Zotu.0183","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium","Filomicrobium_unclass","KF911260.Unc00ji0_94.66_Hyphomicrobium_hollandicum_1407_95.025"
"Zotu.0184","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_sediminis","FM873293.Unc00dme_97.67_Paracoccus_sediminis_1385_98.339"
"Zotu.0185","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium_cellulans","AB210961.HZ8Cell3_98.2_Cellulosimicrobium_cellulans_1444_99.238"
"Zotu.0186","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium_epidermidis","AB934378.GVCSpe91_98.97_Brevibacterium_epidermidis_1438_99.235"
"Zotu.0187","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia_unclass","AB506138.Unc13503_95.63_Blautia_luti_1458_95.267"
"Zotu.0188","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_terrigena","AF078772.H9NTerri_98.87_Comamonas_terrigena_1452_100"
"Zotu.0189","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_pettenkoferi","AM265622.F3CPett4_98.09_Staphylococcus_pettenkoferi_1475_99.932"
"Zotu.0190","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella","Skermanella_aerolata","EU676403.Unc95587_91.18_Skermanella_aerolata_1355_99.188"
"Zotu.0191","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_thermoalcalitolerans","AB249909.GQTThe15_98.65_Streptomyces_thermoalcalitolerans_1451_100"
"Zotu.0192","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia","Erwinia_amylovora","AJ009930.GKTPyr15_100_Erwinia_amylovora_1461_99.316"
"Zotu.0193","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_barengoltzii","ASSZ01000038.GBFBar20_95.3_Paenibacillus_barengoltzii_1474_99.525"
"Zotu.0194","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella","Tannerella_forsythia","AB547708.HMJForsy_99.87_Tannerella_forsythia_1446_100"
"Zotu.0195","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","Parabacteroides_goldsteinii","AB547650.HGWGold5_99.8_Parabacteroides_goldsteinii_1448_100"
"Zotu.0196","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_alcaliphila","AB030583.F1NAlc13_99.53_Pseudomonas_alcaliphila_1458_100"
"Zotu.0197","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_unclass","AY796044.Unc93086_94.94_Methanobacterium_oryzae_1407_96.517"
"Zotu.0198","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","Moraxella_osloensis","AB176225.Unc39018_99.73_Moraxella_osloensis_1454_99.725"
"Zotu.0199","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium_paraconglomeratum","AB098579.I0ZPar14_100_Brachybacterium_paraconglomeratum_1441_99.584"
"Zotu.0200","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia_terrae","AB476397.HKKSpe22_97.61_Gordonia_rubripertincta_Gordonia_terrae_1445_97.647"
"Zotu.0201","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Gallibacterium","Gallibacterium_unclass","KC887354.GZDGen13_96.85_Gallibacterium_salpingitidis_1463_95.625"
"Zotu.0202","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas_sacchari","AGHZ01000011.XtnSpec5_98.43_Xanthomonas_sacchari_1466_99.523"
"Zotu.0203","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","Anoxybacillus_rupiensis","AJ879076.GKSRupie_95.91_Anoxybacillus_rupiensis_1476_99.932"
"Zotu.0204","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_variabilis","APPE01000024.FYOSp124_95.85_Acinetobacter_variabilis_1460_99.521"
"Zotu.0205","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Chelatococcus","Chelatococcus_daeguensis","AF345860.Rz2obStr_100_Chelatococcus_daeguensis_1408_98.935"
"Zotu.0206","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_ruminis","ACGS02000043.LcbRumin_97.02_Lactobacillus_ruminis_1484_99.933"
"Zotu.0207","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_nucleatum","AB588016.I2ENuc29_99.59_Fusobacterium_nucleatum_1440_99.444"
"Zotu.0208","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","Christensenellaceae_R-7_group_unclass","BAAV01000728.G7WHu131_92.06_Christensenella_minuta_Christensenella_timonensis_1384_88.801"
"Zotu.0209","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_parasanguinis","AEKM01000003.S53Par11_97.9_Streptococcus_parasanguinis_1469_98.843"
"Zotu.0210","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia_otitidis","AB122026.HKKOtit2_99.05_Gordonia_otitidis_1444_100"
"Zotu.0211","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus","Domibacillus_unclass","AB637127.Unc13774_94.77_Bacillus_methanolicus_1479_95.199"
"Zotu.0212","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_piger","CDZF01006967.Gt8Me211_98.63_Desulfovibrio_piger_1471_98.844"
"Zotu.0213","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","Subdoligranulum_variabile","GQ175393.Unc81936_96.49_Subdoligranulum_variabile_1427_98.178"
"Zotu.0214","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia","[Pasteurella]_lymphangitidis","AAYR01000007.YerPe154_99.93_[Pasteurella]_lymphangitidis_1465_99.727"
"Zotu.0215","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum","Dolosigranulum_pigrum","AB680900.GWBPigr4_91.3_Dolosigranulum_pigrum_1468_100"
"Zotu.0216","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","Veillonella_dispar","AB696048.Unc04mr9_98.72_Veillonella_dispar_1478_98.985"
"Zotu.0217","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter","Aminobacter_unclass","AM697011.Unc97889_97.22_Mesorhizobium_chacoense_1407_97.299"
"Zotu.0218","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_pittmaniae","AFUV01000004.GJIPitt5_96.12_Haemophilus_pittmaniae_1463_99.932"
"Zotu.0219","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_unclass","BAAU01001541.G7WHuG46_93.5_[Clostridium]_indolis_1456_94.231"
"Zotu.0220","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_smithii","AB271749.BcsSmit5_99.93_Bacillus_smithii_1476_100"
"Zotu.0221","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_bereziniae","AB118222.FYOSp317_99.93_Acinetobacter_bereziniae_1461_99.316"
"Zotu.0222","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","Prevotella_copri","AB649279.H0LCopr7_98.73_Prevotella_copri_1453_99.725"
"Zotu.0223","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter_indonesiensis","AB032353.GZ4Indo3_100_Acetobacter_indonesiensis_1414_99.717"
"Zotu.0224","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus_stearothermophilus","AB271757.GK5Ste54_99.46_Geobacillus_stearothermophilus_1481_100"
"Zotu.0225","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_dorei","AB242143.GG7Dor17_99.19_Bacteroides_dorei_1453_99.794"
"Zotu.0226","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Planifilum","Planifilum_fimeticola","AB088364.PifFimet_97.02_Planifilum_fimeticola_1470_100"
"Zotu.0227","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Romboutsia_ilealis","AB627483.Unc04kgw_98.38_Romboutsia_ilealis_1428_98.95"
"Zotu.0228","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces","Thermoactinomyces_vulgaris","JPZM01000030.GQUSpec7_97.78_Thermoactinomyces_vulgaris_1470_99.728"
"Zotu.0229","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_brenneri","AB013844.F1NSp322_98.74_Pseudomonas_brenneri_Pseudomonas_proteolytica_1451_99.862"
"Zotu.0230","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermobispora","Thermobispora_bispora","U83910.GZJBispo_99.61_Thermobispora_bispora_1464_99.044"
"Zotu.0231","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter_agilis","AB695778.Unc76875_99.45_Arthrobacter_agilis_1455_99.725"
"Zotu.0232","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter","Hymenobacter_antarcticus","EU155010.I38Antar_93.88_Hymenobacter_antarcticus_1439_98.958"
